anio,region,area_km2,gini,pib_per_capita,tasa_pobr,pobl_total,tasa_informalidad,idh,ingreso_medio,prom_anio_estudio,tasa_homicidios,densidad_pobl
2022-07-01,Distrito Federal,5822.1,NA,NA,NA,NA,29.8,NA,NA,NA,NA,NA
2022-10-01,Distrito Federal,5822.1,NA,NA,NA,NA,29.7,NA,NA,NA,NA,NA
2023-04-01,Distrito Federal,5822.1,NA,NA,NA,NA,31.2,NA,NA,NA,NA,NA
2023-07-01,Distrito Federal,5822.1,NA,NA,NA,NA,30.6,NA,NA,NA,NA,NA
2023-10-01,Distrito Federal,5822.1,NA,NA,NA,NA,30.4,NA,NA,NA,NA,NA
2024-04-01,Distrito Federal,5822.1,NA,NA,NA,NA,29.8,NA,NA,NA,NA,NA
2024-07-01,Distrito Federal,5822.1,NA,NA,NA,NA,30.2,NA,NA,NA,NA,NA
2024-10-01,Distrito Federal,5822.1,NA,NA,NA,NA,29.1,NA,NA,NA,NA,NA
2025-01-01,Distrito Federal,5822.1,NA,NA,NA,NA,28.3,NA,NA,NA,NA,NA
2025-04-01,Distrito Federal,5822.1,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA
1970-01-01,Rondônia,238512.80000000005,NA,NA,NA,NA,NA,0.479,NA,NA,NA,NA
1980-01-01,Rondônia,238512.80000000005,NA,NA,NA,NA,NA,0.747,NA,NA,24.03,NA
1970-01-01,Acre,153149.9,NA,NA,NA,NA,NA,0.279,NA,NA,NA,NA
1980-01-01,Acre,153149.9,NA,NA,NA,NA,NA,0.578,NA,NA,8.63,NA
1970-01-01,Amazonas,1577820.2000000004,NA,NA,NA,NA,NA,0.304,NA,NA,NA,NA
1980-01-01,Amazonas,1577820.2000000004,NA,NA,NA,NA,NA,0.762,NA,NA,9.65,NA
1970-01-01,Roraima,225116.1,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA
1980-01-01,Roraima,225116.1,NA,NA,NA,NA,NA,0.939,NA,NA,13.9,NA
1970-01-01,Pará,1253164.5,NA,NA,NA,NA,NA,0.276,NA,NA,NA,NA
1980-01-01,Pará,1253164.5,NA,NA,NA,NA,NA,0.651,NA,NA,8.93,NA
1970-01-01,Amapá,143453.7,NA,NA,NA,NA,NA,0.335,NA,NA,NA,NA
1980-01-01,Amapá,143453.7,NA,NA,NA,NA,NA,0.635,NA,NA,3.99,NA
1970-01-01,Tocantins,278420.7,NA,NA,NA,NA,NA,0.167,NA,NA,NA,NA
1980-01-01,Tocantins,278420.7,NA,NA,NA,NA,NA,0.45,NA,NA,0,NA
1970-01-01,Maranhão,333365.60000000003,NA,NA,NA,NA,NA,0.169,NA,NA,NA,NA
1980-01-01,Maranhão,333365.60000000003,NA,NA,NA,NA,NA,0.334,NA,NA,2.7,NA
1970-01-01,Piauí,252378.60000000006,NA,NA,NA,NA,NA,0.109,NA,NA,NA,NA
1980-01-01,Piauí,252378.60000000006,NA,NA,NA,NA,NA,0.287,NA,NA,2.34,NA
1970-01-01,Ceará,146348.30000000005,NA,NA,NA,NA,NA,0.162,NA,NA,NA,NA
1980-01-01,Ceará,146348.30000000005,NA,NA,NA,NA,NA,0.449,NA,NA,8.41,NA
1970-01-01,Rio Grande do Norte,53306.799999999996,NA,NA,NA,NA,NA,0.162,NA,NA,NA,NA
1980-01-01,Rio Grande do Norte,53306.799999999996,NA,NA,NA,NA,NA,0.477,NA,NA,8.58,NA
1970-01-01,Paraíba,56584.59999999997,NA,NA,NA,NA,NA,0.139,NA,NA,NA,NA
1980-01-01,Paraíba,56584.59999999997,NA,NA,NA,NA,NA,0.392,NA,NA,10.9,NA
1970-01-01,Pernambuco,98937.79999999999,NA,NA,NA,NA,NA,0.248,NA,NA,NA,NA
1980-01-01,Pernambuco,98937.79999999999,NA,NA,NA,NA,NA,0.59,NA,NA,18.25,NA
1970-01-01,Alagoas,27933.099999999995,NA,NA,NA,NA,NA,0.194,NA,NA,NA,NA
1980-01-01,Alagoas,27933.099999999995,NA,NA,NA,NA,NA,0.43,NA,NA,14.12,NA
1970-01-01,Sergipe,22050.299999999996,NA,NA,NA,NA,NA,0.201,NA,NA,NA,NA
1980-01-01,Sergipe,22050.299999999996,NA,NA,NA,NA,NA,0.544,NA,NA,7.19,NA
1970-01-01,Bahia,567295.2999999998,NA,NA,NA,NA,NA,0.236,NA,NA,NA,NA
1980-01-01,Bahia,567295.2999999998,NA,NA,NA,NA,NA,0.599,NA,NA,3.37,NA
1970-01-01,Minas Gerais,588383.5999999999,NA,NA,NA,NA,NA,0.322,NA,NA,NA,NA
1980-01-01,Minas Gerais,588383.5999999999,NA,NA,NA,NA,NA,0.91,NA,NA,8.7,NA
1970-01-01,Espírito Santo,46184.10000000001,NA,NA,NA,NA,NA,0.289,NA,NA,NA,NA
1980-01-01,Espírito Santo,46184.10000000001,NA,NA,NA,NA,NA,0.873,NA,NA,15.07,NA
1970-01-01,Rio de Janeiro,43909.700000000004,NA,NA,NA,NA,NA,0.876,NA,NA,NA,NA
1980-01-01,Rio de Janeiro,43909.700000000004,NA,NA,NA,NA,NA,0.961,NA,NA,26.05,NA
1970-01-01,São Paulo,248808.80000000008,NA,NA,NA,NA,NA,0.834,NA,NA,NA,NA
1980-01-01,São Paulo,248808.80000000008,NA,NA,NA,NA,NA,0.962,NA,NA,13.76,NA
1970-01-01,Paraná,199709.10000000006,NA,NA,NA,NA,NA,0.347,NA,NA,NA,NA
1980-01-01,Paraná,199709.10000000006,NA,NA,NA,NA,NA,0.934,NA,NA,10.89,NA
1970-01-01,Santa Catarina,95442.8999999999,NA,NA,NA,NA,NA,0.328,NA,NA,NA,NA
1980-01-01,Santa Catarina,95442.8999999999,NA,NA,NA,NA,NA,0.943,NA,NA,6.64,NA
1970-01-01,Rio Grande do Sul,269153.9000000001,NA,NA,NA,NA,NA,0.489,NA,NA,NA,NA
1980-01-01,Rio Grande do Sul,269153.9000000001,NA,NA,NA,NA,NA,0.953,NA,NA,8.14,NA
1970-01-01,Mato Grosso do Sul,358158.69999999995,NA,NA,NA,NA,NA,0.357,NA,NA,NA,NA
1980-01-01,Mato Grosso do Sul,358158.69999999995,NA,NA,NA,NA,NA,0.944,NA,NA,16.35,NA
1970-01-01,Mato Grosso,906806.8999999997,NA,NA,NA,NA,NA,0.283,NA,NA,NA,NA
1980-01-01,Mato Grosso,906806.8999999997,NA,NA,NA,NA,NA,0.797,NA,NA,3.34,NA
1970-01-01,Goiás,341289.4999999999,NA,NA,NA,NA,NA,0.309,NA,NA,NA,NA
1980-01-01,Goiás,341289.4999999999,NA,NA,NA,NA,NA,0.887,NA,NA,12.15,NA
1970-01-01,Distrito Federal,5822.1,NA,NA,NA,NA,NA,0.819,NA,NA,NA,NA
1980-01-01,Distrito Federal,5822.1,NA,NA,NA,NA,NA,0.965,NA,NA,12.32,NA
1981-01-01,Rondônia,238512.80000000005,NA,NA,NA,NA,NA,NA,NA,NA,23.67,NA
1982-01-01,Rondônia,238512.80000000005,NA,NA,NA,NA,NA,NA,NA,NA,20.46,NA
1983-01-01,Rondônia,238512.80000000005,NA,NA,NA,NA,NA,NA,NA,NA,21.46,NA
1984-01-01,Rondônia,238512.80000000005,NA,NA,NA,NA,NA,NA,NA,NA,28.66,NA
1981-01-01,Acre,153149.9,NA,NA,NA,NA,NA,NA,NA,NA,9.02,NA
1982-01-01,Acre,153149.9,NA,NA,NA,NA,NA,NA,NA,NA,12.76,NA
1983-01-01,Acre,153149.9,NA,NA,NA,NA,NA,NA,NA,NA,9.93,NA
1984-01-01,Acre,153149.9,NA,NA,NA,NA,NA,NA,NA,NA,10.49,NA
1981-01-01,Amazonas,1577820.2000000004,NA,NA,NA,NA,NA,NA,NA,NA,9.18,NA
1982-01-01,Amazonas,1577820.2000000004,NA,NA,NA,NA,NA,NA,NA,NA,10.16,NA
1983-01-01,Amazonas,1577820.2000000004,NA,NA,NA,NA,NA,NA,NA,NA,9.38,NA
1984-01-01,Amazonas,1577820.2000000004,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA
1981-01-01,Roraima,225116.1,NA,NA,NA,NA,NA,NA,NA,NA,17.8,NA
1982-01-01,Roraima,225116.1,NA,NA,NA,NA,NA,NA,NA,NA,28.18,NA
1983-01-01,Roraima,225116.1,NA,NA,NA,NA,NA,NA,NA,NA,17.24,NA
1984-01-01,Roraima,225116.1,NA,NA,NA,NA,NA,NA,NA,NA,13.18,NA
1981-01-01,Pará,1253164.5,NA,NA,NA,NA,NA,NA,NA,NA,9.57,NA
1982-01-01,Pará,1253164.5,NA,NA,NA,NA,NA,NA,NA,NA,9.87,NA
1983-01-01,Pará,1253164.5,NA,NA,NA,NA,NA,NA,NA,NA,12.03,NA
1984-01-01,Pará,1253164.5,NA,NA,NA,NA,NA,NA,NA,NA,13.18,NA
1981-01-01,Amapá,143453.7,NA,NA,NA,NA,NA,NA,NA,NA,8.15,NA
1982-01-01,Amapá,143453.7,NA,NA,NA,NA,NA,NA,NA,NA,11.81,NA
1983-01-01,Amapá,143453.7,NA,NA,NA,NA,NA,NA,NA,NA,13.62,NA
1984-01-01,Amapá,143453.7,NA,NA,NA,NA,NA,NA,NA,NA,11.55,NA
1981-01-01,Tocantins,278420.7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1982-01-01,Tocantins,278420.7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1983-01-01,Tocantins,278420.7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1984-01-01,Tocantins,278420.7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1985-01-01,Tocantins,278420.7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1986-01-01,Tocantins,278420.7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1987-01-01,Tocantins,278420.7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1988-01-01,Tocantins,278420.7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1981-01-01,Maranhão,333365.60000000003,NA,NA,NA,NA,NA,NA,NA,NA,3.56,NA
1982-01-01,Maranhão,333365.60000000003,NA,NA,NA,NA,NA,NA,NA,NA,3.51,NA
1983-01-01,Maranhão,333365.60000000003,NA,NA,NA,NA,NA,NA,NA,NA,3.86,NA
1984-01-01,Maranhão,333365.60000000003,NA,NA,NA,NA,NA,NA,NA,NA,4.25,NA
1981-01-01,Piauí,252378.60000000006,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA
1982-01-01,Piauí,252378.60000000006,NA,NA,NA,NA,NA,NA,NA,NA,5.01,NA
1983-01-01,Piauí,252378.60000000006,NA,NA,NA,NA,NA,NA,NA,NA,5.54,NA
1984-01-01,Piauí,252378.60000000006,NA,NA,NA,NA,NA,NA,NA,NA,4.09,NA
1981-01-01,Ceará,146348.30000000005,NA,NA,NA,NA,NA,NA,NA,NA,9.23,NA
1982-01-01,Ceará,146348.30000000005,NA,NA,NA,NA,NA,NA,NA,NA,9.04,NA
1983-01-01,Ceará,146348.30000000005,NA,NA,NA,NA,NA,NA,NA,NA,11.01,NA
1984-01-01,Ceará,146348.30000000005,NA,NA,NA,NA,NA,NA,NA,NA,10.45,NA
1981-01-01,Rio Grande do Norte,53306.799999999996,NA,NA,NA,NA,NA,NA,NA,NA,8.82,NA
1982-01-01,Rio Grande do Norte,53306.799999999996,NA,NA,NA,NA,NA,NA,NA,NA,10.12,NA
1983-01-01,Rio Grande do Norte,53306.799999999996,NA,NA,NA,NA,NA,NA,NA,NA,8.55,NA
1984-01-01,Rio Grande do Norte,53306.799999999996,NA,NA,NA,NA,NA,NA,NA,NA,6.52,NA
1981-01-01,Paraíba,56584.59999999997,NA,NA,NA,NA,NA,NA,NA,NA,12.2,NA
1982-01-01,Paraíba,56584.59999999997,NA,NA,NA,NA,NA,NA,NA,NA,11.53,NA
1983-01-01,Paraíba,56584.59999999997,NA,NA,NA,NA,NA,NA,NA,NA,12.48,NA
1984-01-01,Paraíba,56584.59999999997,NA,NA,NA,NA,NA,NA,NA,NA,13.19,NA
1981-01-01,Pernambuco,98937.79999999999,NA,NA,NA,NA,NA,NA,NA,NA,22.62,NA
1982-01-01,Pernambuco,98937.79999999999,NA,NA,NA,NA,NA,NA,NA,NA,23.91,NA
1983-01-01,Pernambuco,98937.79999999999,NA,NA,NA,NA,NA,NA,NA,NA,25.7,NA
1984-01-01,Pernambuco,98937.79999999999,NA,NA,NA,NA,NA,NA,NA,NA,28.58,NA
1981-01-01,Alagoas,27933.099999999995,NA,NA,NA,NA,NA,NA,NA,NA,19.37,NA
1982-01-01,Alagoas,27933.099999999995,NA,NA,NA,NA,NA,NA,NA,NA,20.74,NA
1983-01-01,Alagoas,27933.099999999995,NA,NA,NA,NA,NA,NA,NA,NA,26.27,NA
1984-01-01,Alagoas,27933.099999999995,NA,NA,NA,NA,NA,NA,NA,NA,24.98,NA
1981-01-01,Sergipe,22050.299999999996,NA,NA,NA,NA,NA,NA,NA,NA,8.57,NA
1982-01-01,Sergipe,22050.299999999996,NA,NA,NA,NA,NA,NA,NA,NA,10.08,NA
1983-01-01,Sergipe,22050.299999999996,NA,NA,NA,NA,NA,NA,NA,NA,8.59,NA
1984-01-01,Sergipe,22050.299999999996,NA,NA,NA,NA,NA,NA,NA,NA,4.89,NA
1981-01-01,Bahia,567295.2999999998,NA,NA,NA,NA,NA,NA,NA,NA,3.22,NA
1982-01-01,Bahia,567295.2999999998,NA,NA,NA,NA,NA,NA,NA,NA,4.98,NA
1983-01-01,Bahia,567295.2999999998,NA,NA,NA,NA,NA,NA,NA,NA,3.68,NA
1984-01-01,Bahia,567295.2999999998,NA,NA,NA,NA,NA,NA,NA,NA,4.96,NA
1981-01-01,Minas Gerais,588383.5999999999,NA,NA,NA,NA,NA,NA,NA,NA,8.17,NA
1982-01-01,Minas Gerais,588383.5999999999,NA,NA,NA,NA,NA,NA,NA,NA,8.01,NA
1983-01-01,Minas Gerais,588383.5999999999,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA
1984-01-01,Minas Gerais,588383.5999999999,NA,NA,NA,NA,NA,NA,NA,NA,7.93,NA
1981-01-01,Espírito Santo,46184.10000000001,NA,NA,NA,NA,NA,NA,NA,NA,17.17,NA
1982-01-01,Espírito Santo,46184.10000000001,NA,NA,NA,NA,NA,NA,NA,NA,16.68,NA
1983-01-01,Espírito Santo,46184.10000000001,NA,NA,NA,NA,NA,NA,NA,NA,16.77,NA
1984-01-01,Espírito Santo,46184.10000000001,NA,NA,NA,NA,NA,NA,NA,NA,18.02,NA
1981-01-01,Rio de Janeiro,43909.700000000004,NA,NA,NA,NA,NA,NA,NA,NA,21.92,NA
1982-01-01,Rio de Janeiro,43909.700000000004,NA,NA,NA,NA,NA,NA,NA,NA,18.87,NA
1983-01-01,Rio de Janeiro,43909.700000000004,NA,NA,NA,NA,NA,NA,NA,NA,15.94,NA
1984-01-01,Rio de Janeiro,43909.700000000004,NA,NA,NA,NA,NA,NA,NA,NA,20.85,NA
1981-01-01,São Paulo,248808.80000000008,NA,NA,NA,NA,NA,NA,NA,NA,16.42,NA
1982-01-01,São Paulo,248808.80000000008,NA,NA,NA,NA,NA,NA,NA,NA,15.99,NA
1983-01-01,São Paulo,248808.80000000008,NA,NA,NA,NA,NA,NA,NA,NA,21.87,NA
1984-01-01,São Paulo,248808.80000000008,NA,NA,NA,NA,NA,NA,NA,NA,25.84,NA
1981-01-01,Paraná,199709.10000000006,NA,NA,NA,NA,NA,NA,NA,NA,12.08,NA
1982-01-01,Paraná,199709.10000000006,NA,NA,NA,NA,NA,NA,NA,NA,13.85,NA
1983-01-01,Paraná,199709.10000000006,NA,NA,NA,NA,NA,NA,NA,NA,14.69,NA
1984-01-01,Paraná,199709.10000000006,NA,NA,NA,NA,NA,NA,NA,NA,13.45,NA
1981-01-01,Santa Catarina,95442.8999999999,NA,NA,NA,NA,NA,NA,NA,NA,7.33,NA
1982-01-01,Santa Catarina,95442.8999999999,NA,NA,NA,NA,NA,NA,NA,NA,7.03,NA
1983-01-01,Santa Catarina,95442.8999999999,NA,NA,NA,NA,NA,NA,NA,NA,8.19,NA
1984-01-01,Santa Catarina,95442.8999999999,NA,NA,NA,NA,NA,NA,NA,NA,7.45,NA
1981-01-01,Rio Grande do Sul,269153.9000000001,NA,NA,NA,NA,NA,NA,NA,NA,8.43,NA
1982-01-01,Rio Grande do Sul,269153.9000000001,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA
1983-01-01,Rio Grande do Sul,269153.9000000001,NA,NA,NA,NA,NA,NA,NA,NA,8.15,NA
1984-01-01,Rio Grande do Sul,269153.9000000001,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA
1981-01-01,Mato Grosso do Sul,358158.69999999995,NA,NA,NA,NA,NA,NA,NA,NA,17.98,NA
1982-01-01,Mato Grosso do Sul,358158.69999999995,NA,NA,NA,NA,NA,NA,NA,NA,18.82,NA
1983-01-01,Mato Grosso do Sul,358158.69999999995,NA,NA,NA,NA,NA,NA,NA,NA,20.49,NA
1984-01-01,Mato Grosso do Sul,358158.69999999995,NA,NA,NA,NA,NA,NA,NA,NA,22.4,NA
1981-01-01,Mato Grosso,906806.8999999997,NA,NA,NA,NA,NA,NA,NA,NA,6.38,NA
1982-01-01,Mato Grosso,906806.8999999997,NA,NA,NA,NA,NA,NA,NA,NA,5.03,NA
1983-01-01,Mato Grosso,906806.8999999997,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA
1984-01-01,Mato Grosso,906806.8999999997,NA,NA,NA,NA,NA,NA,NA,NA,13.3,NA
1981-01-01,Goiás,341289.4999999999,NA,NA,NA,NA,NA,NA,NA,NA,18.78,NA
1982-01-01,Goiás,341289.4999999999,NA,NA,NA,NA,NA,NA,NA,NA,18.38,NA
1983-01-01,Goiás,341289.4999999999,NA,NA,NA,NA,NA,NA,NA,NA,17.95,NA
1984-01-01,Goiás,341289.4999999999,NA,NA,NA,NA,NA,NA,NA,NA,16.29,NA
1981-01-01,Distrito Federal,5822.1,NA,NA,NA,NA,NA,NA,NA,NA,13.89,NA
1982-01-01,Distrito Federal,5822.1,NA,NA,NA,NA,NA,NA,NA,NA,15.76,NA
1983-01-01,Distrito Federal,5822.1,NA,NA,NA,NA,NA,NA,NA,NA,14.03,NA
1984-01-01,Distrito Federal,5822.1,NA,NA,NA,NA,NA,NA,NA,NA,12.41,NA
