anio,departamento,tramo,contribucion_po,contribucion_vtas,n_empresas,n_muertes,n_nace,tm,tn,ts1
2011,Rivera,Micro,25.3692532,8.6350508,2299,340,486,14.7890387,21.1396259,85.2109613
2011,Rivera,Pequeñas,26.1771355,13.2387037,397,13,15,3.2745592,3.7783375,96.7254408
2011,Rivera,Medianas,23.9750481,31.3610096,67,2,NA,2.9850746,NA,97.0149254
2011,Rivera,Grandes,24.4785671,46.7652321,11,NA,1,NA,NA,NA
2011,Rocha,Micro,35.7773857,13.4667282,3018,601,706,19.9138502,23.3929755,80.0861498
2011,Rocha,Pequeñas,30.9161816,23.251461,530,62,45,11.6981132,8.490566,88.3018868
2011,Rocha,Medianas,16.0511589,33.5061989,51,1,1,1.9607843,1.9607843,98.0392157
2011,Rocha,Grandes,17.2552719,29.7756119,5,NA,NA,NA,NA,NA
2011,Salto,Micro,24.122839,9.2979774,2699,452,551,16.7469433,20.4149685,83.2530567
2011,Salto,Pequeñas,25.1480961,14.833415,523,32,42,6.1185468,8.0305927,93.8814532
2011,Salto,Medianas,26.1001263,29.9625397,109,4,4,3.6697248,3.6697248,96.3302752
2011,Salto,Grandes,24.6289425,45.9060669,10,NA,NA,NA,NA,NA
2011,San José,Micro,31.6217155,8.998189,3411,498,710,14.5998241,20.8150103,85.4001759
2011,San José,Pequeñas,25.7267799,14.3520317,502,17,21,3.3864542,4.1832669,96.6135458
2011,San José,Medianas,22.6222,24.9466648,80,NA,3,NA,3.75,100
2011,San José,Grandes,20.0293045,51.7031097,11,1,2,NA,NA,NA
2011,Soriano,Micro,32.9932671,5.6560259,2757,378,489,13.710555,17.7366703,86.289445
2011,Soriano,Pequeñas,27.9050198,10.7495079,460,19,30,4.1304348,6.5217391,95.8695652
2011,Soriano,Medianas,22.4377365,18.3027592,71,NA,1,NA,1.4084507,100
2011,Soriano,Grandes,16.6639767,65.2917099,7,NA,1,NA,NA,NA
2011,Tacuarembó,Micro,31.982235,10.9741182,2486,413,459,16.613033,18.463395,83.386967
2011,Tacuarembó,Pequeñas,28.7490597,18.4799576,387,16,17,4.1343669,4.3927649,95.8656331
2011,Tacuarembó,Medianas,12.7880259,29.8230934,40,1,1,2.5,2.5,97.5
2011,Tacuarembó,Grandes,26.4806747,40.7228317,7,1,NA,NA,NA,NA
2011,Treinta y Tres,Micro,36.6379356,12.536273,1412,241,281,17.0679887,19.9008499,82.9320113
2011,Treinta y Tres,Pequeñas,32.4428062,23.9189377,234,9,12,3.8461538,5.1282051,96.1538462
2011,Treinta y Tres,Medianas,12.867342,38.7398529,22,NA,NA,NA,NA,100
2011,Treinta y Tres,Grandes,18.0519104,24.8049355,5,NA,NA,NA,NA,NA
