Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
08102 Igualada;;;Renta neta media por hogar;2018;33.796
08102 Igualada;;;Renta neta media por hogar;2017;32.369
08102 Igualada;;;Renta neta media por hogar;2016;31.823
08102 Igualada;;;Renta neta media por hogar;2015;30.715
08103 Jorba;;;Renta neta media por hogar;2023;42.873
08103 Jorba;;;Renta neta media por hogar;2022;41.289
08103 Jorba;;;Renta neta media por hogar;2021;38.748
08103 Jorba;;;Renta neta media por hogar;2020;37.407
08103 Jorba;;;Renta neta media por hogar;2019;38.003
08103 Jorba;;;Renta neta media por hogar;2018;36.015
08103 Jorba;;;Renta neta media por hogar;2017;35.763
08103 Jorba;;;Renta neta media por hogar;2016;33.027
08103 Jorba;;;Renta neta media por hogar;2015;32.811
08104 Llacuna, La;;;Renta neta media por hogar;2023;39.000
08104 Llacuna, La;;;Renta neta media por hogar;2022;36.459
08104 Llacuna, La;;;Renta neta media por hogar;2021;35.568
08104 Llacuna, La;;;Renta neta media por hogar;2020;34.379
08104 Llacuna, La;;;Renta neta media por hogar;2019;33.161
08104 Llacuna, La;;;Renta neta media por hogar;2018;32.204
08104 Llacuna, La;;;Renta neta media por hogar;2017;29.424
08104 Llacuna, La;;;Renta neta media por hogar;2016;30.957
08104 Llacuna, La;;;Renta neta media por hogar;2015;29.925
08105 Llagosta, La;;;Renta neta media por hogar;2023;36.148
08105 Llagosta, La;;;Renta neta media por hogar;2022;34.788
08105 Llagosta, La;;;Renta neta media por hogar;2021;33.181
08105 Llagosta, La;;;Renta neta media por hogar;2020;31.718
08105 Llagosta, La;;;Renta neta media por hogar;2019;31.920
08105 Llagosta, La;;;Renta neta media por hogar;2018;30.547
08105 Llagosta, La;;;Renta neta media por hogar;2017;29.410
08105 Llagosta, La;;;Renta neta media por hogar;2016;28.710
08105 Llagosta, La;;;Renta neta media por hogar;2015;27.828
08106 Llinars del Vallès;;;Renta neta media por hogar;2023;45.776
08106 Llinars del Vallès;;;Renta neta media por hogar;2022;43.100
08106 Llinars del Vallès;;;Renta neta media por hogar;2021;40.804
08106 Llinars del Vallès;;;Renta neta media por hogar;2020;39.236
08106 Llinars del Vallès;;;Renta neta media por hogar;2019;38.623
08106 Llinars del Vallès;;;Renta neta media por hogar;2018;37.039
08106 Llinars del Vallès;;;Renta neta media por hogar;2017;35.332
08106 Llinars del Vallès;;;Renta neta media por hogar;2016;34.535
08106 Llinars del Vallès;;;Renta neta media por hogar;2015;33.171
08107 Lliçà d'Amunt;;;Renta neta media por hogar;2023;49.141
08107 Lliçà d'Amunt;;;Renta neta media por hogar;2022;47.194
08107 Lliçà d'Amunt;;;Renta neta media por hogar;2021;44.091
08107 Lliçà d'Amunt;;;Renta neta media por hogar;2020;41.727
08107 Lliçà d'Amunt;;;Renta neta media por hogar;2019;41.801
08107 Lliçà d'Amunt;;;Renta neta media por hogar;2018;39.930
08107 Lliçà d'Amunt;;;Renta neta media por hogar;2017;38.388
08107 Lliçà d'Amunt;;;Renta neta media por hogar;2016;37.686
08107 Lliçà d'Amunt;;;Renta neta media por hogar;2015;35.970
08108 Lliçà de Vall;;;Renta neta media por hogar;2023;46.180
08108 Lliçà de Vall;;;Renta neta media por hogar;2022;51.141
08108 Lliçà de Vall;;;Renta neta media por hogar;2021;48.720
08108 Lliçà de Vall;;;Renta neta media por hogar;2020;47.543
08108 Lliçà de Vall;;;Renta neta media por hogar;2019;45.511
08108 Lliçà de Vall;;;Renta neta media por hogar;2018;43.274
08108 Lliçà de Vall;;;Renta neta media por hogar;2017;42.199
08108 Lliçà de Vall;;;Renta neta media por hogar;2016;40.721
08108 Lliçà de Vall;;;Renta neta media por hogar;2015;38.461
08109 Lluçà;;;Renta neta media por hogar;2023;39.606
08109 Lluçà;;;Renta neta media por hogar;2022;37.230
08109 Lluçà;;;Renta neta media por hogar;2021;35.758
08109 Lluçà;;;Renta neta media por hogar;2020;34.709
08109 Lluçà;;;Renta neta media por hogar;2019;35.534
08109 Lluçà;;;Renta neta media por hogar;2018;34.050
08109 Lluçà;;;Renta neta media por hogar;2017;32.269
08109 Lluçà;;;Renta neta media por hogar;2016;31.786
08109 Lluçà;;;Renta neta media por hogar;2015;29.753
08110 Malgrat de Mar;;;Renta neta media por hogar;2023;36.135
08110 Malgrat de Mar;;;Renta neta media por hogar;2022;34.024
08110 Malgrat de Mar;;;Renta neta media por hogar;2021;32.132
08110 Malgrat de Mar;;;Renta neta media por hogar;2020;30.487
08110 Malgrat de Mar;;;Renta neta media por hogar;2019;31.011
08110 Malgrat de Mar;;;Renta neta media por hogar;2018;30.005
08110 Malgrat de Mar;;;Renta neta media por hogar;2017;28.985
08110 Malgrat de Mar;;;Renta neta media por hogar;2016;28.235
08110 Malgrat de Mar;;;Renta neta media por hogar;2015;27.443
08111 Malla;;;Renta neta media por hogar;2023;70.306
08111 Malla;;;Renta neta media por hogar;2022;63.734
08111 Malla;;;Renta neta media por hogar;2021;64.149
08111 Malla;;;Renta neta media por hogar;2020;56.259
08111 Malla;;;Renta neta media por hogar;2019;55.555
08111 Malla;;;Renta neta media por hogar;2018;60.229
08111 Malla;;;Renta neta media por hogar;2017;47.171
08111 Malla;;;Renta neta media por hogar;2016;47.556
08111 Malla;;;Renta neta media por hogar;2015;45.838
08112 Manlleu;;;Renta neta media por hogar;2023;38.909
08112 Manlleu;;;Renta neta media por hogar;2022;37.086
08112 Manlleu;;;Renta neta media por hogar;2021;35.603
08112 Manlleu;;;Renta neta media por hogar;2020;35.700
08112 Manlleu;;;Renta neta media por hogar;2019;34.103
08112 Manlleu;;;Renta neta media por hogar;2018;33.122
08112 Manlleu;;;Renta neta media por hogar;2017;31.866
08112 Manlleu;;;Renta neta media por hogar;2016;31.590
08112 Manlleu;;;Renta neta media por hogar;2015;30.214
08113 Manresa;;;Renta neta media por hogar;2023;37.680
08113 Manresa;;;Renta neta media por hogar;2022;35.516
08113 Manresa;;;Renta neta media por hogar;2021;34.295
08113 Manresa;;;Renta neta media por hogar;2020;33.705
08113 Manresa;;;Renta neta media por hogar;2019;33.624
08113 Manresa;;;Renta neta media por hogar;2018;32.576
08113 Manresa;;;Renta neta media por hogar;2017;31.422
08113 Manresa;;;Renta neta media por hogar;2016;30.555
08113 Manresa;;;Renta neta media por hogar;2015;29.551
08114 Martorell;;;Renta neta media por hogar;2023;42.058
08114 Martorell;;;Renta neta media por hogar;2022;39.573
08114 Martorell;;;Renta neta media por hogar;2021;37.892
08114 Martorell;;;Renta neta media por hogar;2020;36.806
08114 Martorell;;;Renta neta media por hogar;2019;36.988
08114 Martorell;;;Renta neta media por hogar;2018;35.520
08114 Martorell;;;Renta neta media por hogar;2017;34.056
08114 Martorell;;;Renta neta media por hogar;2016;32.889
08114 Martorell;;;Renta neta media por hogar;2015;32.151
08115 Martorelles;;;Renta neta media por hogar;2023;44.400
08115 Martorelles;;;Renta neta media por hogar;2022;41.231
08115 Martorelles;;;Renta neta media por hogar;2021;39.238
08115 Martorelles;;;Renta neta media por hogar;2020;38.104
08115 Martorelles;;;Renta neta media por hogar;2019;37.862
08115 Martorelles;;;Renta neta media por hogar;2018;36.864
08115 Martorelles;;;Renta neta media por hogar;2017;35.376
08115 Martorelles;;;Renta neta media por hogar;2016;34.115
08115 Martorelles;;;Renta neta media por hogar;2015;43.171
08116 Masies de Roda, Les;;;Renta neta media por hogar;2023;47.794
08116 Masies de Roda, Les;;;Renta neta media por hogar;2022;47.303
08116 Masies de Roda, Les;;;Renta neta media por hogar;2021;44.452
08116 Masies de Roda, Les;;;Renta neta media por hogar;2020;44.247
08116 Masies de Roda, Les;;;Renta neta media por hogar;2019;42.265
08116 Masies de Roda, Les;;;Renta neta media por hogar;2018;42.274
08116 Masies de Roda, Les;;;Renta neta media por hogar;2017;38.954
08116 Masies de Roda, Les;;;Renta neta media por hogar;2016;38.585
08116 Masies de Roda, Les;;;Renta neta media por hogar;2015;38.324
08117 Masies de Voltregà, Les;;;Renta neta media por hogar;2023;45.839
08117 Masies de Voltregà, Les;;;Renta neta media por hogar;2022;43.058
08117 Masies de Voltregà, Les;;;Renta neta media por hogar;2021;40.522
08117 Masies de Voltregà, Les;;;Renta neta media por hogar;2020;40.359
08117 Masies de Voltregà, Les;;;Renta neta media por hogar;2019;38.089
08117 Masies de Voltregà, Les;;;Renta neta media por hogar;2018;36.743
08117 Masies de Voltregà, Les;;;Renta neta media por hogar;2017;35.804
08117 Masies de Voltregà, Les;;;Renta neta media por hogar;2016;34.451
08117 Masies de Voltregà, Les;;;Renta neta media por hogar;2015;33.349
08118 Masnou, El;;;Renta neta media por hogar;2023;49.645
08118 Masnou, El;;;Renta neta media por hogar;2022;47.049
08118 Masnou, El;;;Renta neta media por hogar;2021;44.634
08118 Masnou, El;;;Renta neta media por hogar;2020;43.266
08118 Masnou, El;;;Renta neta media por hogar;2019;43.164
08118 Masnou, El;;;Renta neta media por hogar;2018;41.583
08118 Masnou, El;;;Renta neta media por hogar;2017;39.690
08118 Masnou, El;;;Renta neta media por hogar;2016;38.872
08118 Masnou, El;;;Renta neta media por hogar;2015;38.074
08119 Masquefa;;;Renta neta media por hogar;2023;42.794
08119 Masquefa;;;Renta neta media por hogar;2022;39.669
08119 Masquefa;;;Renta neta media por hogar;2021;38.477
08119 Masquefa;;;Renta neta media por hogar;2020;36.732
08119 Masquefa;;;Renta neta media por hogar;2019;36.541
08119 Masquefa;;;Renta neta media por hogar;2018;35.329
08119 Masquefa;;;Renta neta media por hogar;2017;33.903
08119 Masquefa;;;Renta neta media por hogar;2016;32.366
08119 Masquefa;;;Renta neta media por hogar;2015;31.192
08120 Matadepera;;;Renta neta media por hogar;2023;85.692
08120 Matadepera;;;Renta neta media por hogar;2022;79.553
08120 Matadepera;;;Renta neta media por hogar;2021;76.717
08120 Matadepera;;;Renta neta media por hogar;2020;73.201
08120 Matadepera;;;Renta neta media por hogar;2019;62.824
08120 Matadepera;;;Renta neta media por hogar;2018;79.632
08120 Matadepera;;;Renta neta media por hogar;2017;70.071
08120 Matadepera;;;Renta neta media por hogar;2016;68.286
08120 Matadepera;;;Renta neta media por hogar;2015;65.219
08121 Mataró;;;Renta neta media por hogar;2023;38.499
08121 Mataró;;;Renta neta media por hogar;2022;36.490
08121 Mataró;;;Renta neta media por hogar;2021;34.603
08121 Mataró;;;Renta neta media por hogar;2020;33.263
08121 Mataró;;;Renta neta media por hogar;2019;33.144
08121 Mataró;;;Renta neta media por hogar;2018;31.764
08121 Mataró;;;Renta neta media por hogar;2017;30.250
08121 Mataró;;;Renta neta media por hogar;2016;29.515
08121 Mataró;;;Renta neta media por hogar;2015;28.315
08122 Mediona;;;Renta neta media por hogar;2023;34.999
08122 Mediona;;;Renta neta media por hogar;2022;34.133
08122 Mediona;;;Renta neta media por hogar;2021;31.780
08122 Mediona;;;Renta neta media por hogar;2020;30.503
08122 Mediona;;;Renta neta media por hogar;2019;29.739
08122 Mediona;;;Renta neta media por hogar;2018;28.711
08122 Mediona;;;Renta neta media por hogar;2017;27.846
08122 Mediona;;;Renta neta media por hogar;2016;28.261
08122 Mediona;;;Renta neta media por hogar;2015;26.185
08123 Molins de Rei;;;Renta neta media por hogar;2023;47.436
08123 Molins de Rei;;;Renta neta media por hogar;2022;45.146
08123 Molins de Rei;;;Renta neta media por hogar;2021;43.485
08123 Molins de Rei;;;Renta neta media por hogar;2020;41.845
08123 Molins de Rei;;;Renta neta media por hogar;2019;42.243
08123 Molins de Rei;;;Renta neta media por hogar;2018;40.051
08123 Molins de Rei;;;Renta neta media por hogar;2017;39.079
08123 Molins de Rei;;;Renta neta media por hogar;2016;37.903
08123 Molins de Rei;;;Renta neta media por hogar;2015;37.508
08124 Mollet del Vallès;;;Renta neta media por hogar;2023;39.648
08124 Mollet del Vallès;;;Renta neta media por hogar;2022;37.549
08124 Mollet del Vallès;;;Renta neta media por hogar;2021;36.486
08124 Mollet del Vallès;;;Renta neta media por hogar;2020;35.187
08124 Mollet del Vallès;;;Renta neta media por hogar;2019;35.177
08124 Mollet del Vallès;;;Renta neta media por hogar;2018;33.637
08124 Mollet del Vallès;;;Renta neta media por hogar;2017;32.350
08124 Mollet del Vallès;;;Renta neta media por hogar;2016;31.539
08124 Mollet del Vallès;;;Renta neta media por hogar;2015;30.779
08125 Montcada i Reixac;;;Renta neta media por hogar;2023;39.356
08125 Montcada i Reixac;;;Renta neta media por hogar;2022;37.122
08125 Montcada i Reixac;;;Renta neta media por hogar;2021;36.267
08125 Montcada i Reixac;;;Renta neta media por hogar;2020;34.324
08125 Montcada i Reixac;;;Renta neta media por hogar;2019;34.248
08125 Montcada i Reixac;;;Renta neta media por hogar;2018;32.872
08125 Montcada i Reixac;;;Renta neta media por hogar;2017;31.229
08125 Montcada i Reixac;;;Renta neta media por hogar;2016;30.427
08125 Montcada i Reixac;;;Renta neta media por hogar;2015;29.584
08126 Montgat;;;Renta neta media por hogar;2023;46.935
08126 Montgat;;;Renta neta media por hogar;2022;44.855
08126 Montgat;;;Renta neta media por hogar;2021;42.514
08126 Montgat;;;Renta neta media por hogar;2020;40.530
08126 Montgat;;;Renta neta media por hogar;2019;40.382
08126 Montgat;;;Renta neta media por hogar;2018;38.556
08126 Montgat;;;Renta neta media por hogar;2017;37.657
08126 Montgat;;;Renta neta media por hogar;2016;36.954
08126 Montgat;;;Renta neta media por hogar;2015;35.778
08127 Monistrol de Montserrat;;;Renta neta media por hogar;2023;35.807
08127 Monistrol de Montserrat;;;Renta neta media por hogar;2022;33.797
08127 Monistrol de Montserrat;;;Renta neta media por hogar;2021;31.971
08127 Monistrol de Montserrat;;;Renta neta media por hogar;2020;31.510
08127 Monistrol de Montserrat;;;Renta neta media por hogar;2019;31.806
08127 Monistrol de Montserrat;;;Renta neta media por hogar;2018;30.130
08127 Monistrol de Montserrat;;;Renta neta media por hogar;2017;29.109
08127 Monistrol de Montserrat;;;Renta neta media por hogar;2016;29.062
08127 Monistrol de Montserrat;;;Renta neta media por hogar;2015;27.831
08128 Monistrol de Calders;;;Renta neta media por hogar;2023;36.369
08128 Monistrol de Calders;;;Renta neta media por hogar;2022;35.148
08128 Monistrol de Calders;;;Renta neta media por hogar;2021;32.055
08128 Monistrol de Calders;;;Renta neta media por hogar;2020;32.070
08128 Monistrol de Calders;;;Renta neta media por hogar;2019;30.362
08128 Monistrol de Calders;;;Renta neta media por hogar;2018;30.060
08128 Monistrol de Calders;;;Renta neta media por hogar;2017;28.950
08128 Monistrol de Calders;;;Renta neta media por hogar;2016;28.266
08128 Monistrol de Calders;;;Renta neta media por hogar;2015;27.642
08129 Muntanyola;;;Renta neta media por hogar;2023;52.416
08129 Muntanyola;;;Renta neta media por hogar;2022;45.143
08129 Muntanyola;;;Renta neta media por hogar;2021;42.844
08129 Muntanyola;;;Renta neta media por hogar;2020;42.695
08129 Muntanyola;;;Renta neta media por hogar;2019;38.029
08129 Muntanyola;;;Renta neta media por hogar;2018;36.670
08129 Muntanyola;;;Renta neta media por hogar;2017;34.734
08129 Muntanyola;;;Renta neta media por hogar;2016;32.663
08129 Muntanyola;;;Renta neta media por hogar;2015;33.184
08130 Montclar;;;Renta neta media por hogar;2023;41.218
08130 Montclar;;;Renta neta media por hogar;2022;39.040
08130 Montclar;;;Renta neta media por hogar;2021;37.862
08130 Montclar;;;Renta neta media por hogar;2020;37.954
08130 Montclar;;;Renta neta media por hogar;2019;36.972
08130 Montclar;;;Renta neta media por hogar;2018;35.371
08130 Montclar;;;Renta neta media por hogar;2017;34.461
08130 Montclar;;;Renta neta media por hogar;2016;34.914
08130 Montclar;;;Renta neta media por hogar;2015;32.350
08131 Montesquiu;;;Renta neta media por hogar;2023;33.568
08131 Montesquiu;;;Renta neta media por hogar;2022;33.745
08131 Montesquiu;;;Renta neta media por hogar;2021;30.836
08131 Montesquiu;;;Renta neta media por hogar;2020;29.565
08131 Montesquiu;;;Renta neta media por hogar;2019;29.535
08131 Montesquiu;;;Renta neta media por hogar;2018;29.462
08131 Montesquiu;;;Renta neta media por hogar;2017;28.166
08131 Montesquiu;;;Renta neta media por hogar;2016;28.082
08131 Montesquiu;;;Renta neta media por hogar;2015;27.430
08132 Montmajor;;;Renta neta media por hogar;2023;39.683
08132 Montmajor;;;Renta neta media por hogar;2022;37.278
08132 Montmajor;;;Renta neta media por hogar;2021;36.304
08132 Montmajor;;;Renta neta media por hogar;2020;36.640
08132 Montmajor;;;Renta neta media por hogar;2019;38.155
08132 Montmajor;;;Renta neta media por hogar;2018;33.680
08132 Montmajor;;;Renta neta media por hogar;2017;33.670
08132 Montmajor;;;Renta neta media por hogar;2016;31.889
08132 Montmajor;;;Renta neta media por hogar;2015;30.453
08133 Montmaneu;;;Renta neta media por hogar;2023;45.956
08133 Montmaneu;;;Renta neta media por hogar;2022;45.294
08133 Montmaneu;;;Renta neta media por hogar;2021;42.250
08133 Montmaneu;;;Renta neta media por hogar;2020;41.629
08133 Montmaneu;;;Renta neta media por hogar;2019;47.439
08133 Montmaneu;;;Renta neta media por hogar;2018;42.273
08133 Montmaneu;;;Renta neta media por hogar;2017;43.717
08133 Montmaneu;;;Renta neta media por hogar;2016;42.538
08133 Montmaneu;;;Renta neta media por hogar;2015;42.485
08134 Figaró-Montmany;;;Renta neta media por hogar;2023;38.317
08134 Figaró-Montmany;;;Renta neta media por hogar;2022;37.388
08134 Figaró-Montmany;;;Renta neta media por hogar;2021;35.457
08134 Figaró-Montmany;;;Renta neta media por hogar;2020;33.529
08134 Figaró-Montmany;;;Renta neta media por hogar;2019;33.723
08134 Figaró-Montmany;;;Renta neta media por hogar;2018;32.932
08134 Figaró-Montmany;;;Renta neta media por hogar;2017;30.896
08134 Figaró-Montmany;;;Renta neta media por hogar;2016;29.764
08134 Figaró-Montmany;;;Renta neta media por hogar;2015;29.079
08135 Montmeló;;;Renta neta media por hogar;2023;41.588
08135 Montmeló;;;Renta neta media por hogar;2022;39.411
08135 Montmeló;;;Renta neta media por hogar;2021;37.658
08135 Montmeló;;;Renta neta media por hogar;2020;36.891
08135 Montmeló;;;Renta neta media por hogar;2019;36.656
08135 Montmeló;;;Renta neta media por hogar;2018;35.544
08135 Montmeló;;;Renta neta media por hogar;2017;33.938
08135 Montmeló;;;Renta neta media por hogar;2016;32.824
08135 Montmeló;;;Renta neta media por hogar;2015;32.075
08136 Montornès del Vallès;;;Renta neta media por hogar;2023;41.298
08136 Montornès del Vallès;;;Renta neta media por hogar;2022;38.888
08136 Montornès del Vallès;;;Renta neta media por hogar;2021;37.491
08136 Montornès del Vallès;;;Renta neta media por hogar;2020;35.845
08136 Montornès del Vallès;;;Renta neta media por hogar;2019;35.802
08136 Montornès del Vallès;;;Renta neta media por hogar;2018;34.313
08136 Montornès del Vallès;;;Renta neta media por hogar;2017;32.642
08136 Montornès del Vallès;;;Renta neta media por hogar;2016;31.943
08136 Montornès del Vallès;;;Renta neta media por hogar;2015;30.764
08137 Montseny;;;Renta neta media por hogar;2023;46.810
08137 Montseny;;;Renta neta media por hogar;2022;44.358
08137 Montseny;;;Renta neta media por hogar;2021;38.405
08137 Montseny;;;Renta neta media por hogar;2020;33.876
08137 Montseny;;;Renta neta media por hogar;2019;35.255
08137 Montseny;;;Renta neta media por hogar;2018;33.300
08137 Montseny;;;Renta neta media por hogar;2017;33.499
08137 Montseny;;;Renta neta media por hogar;2016;33.855
08137 Montseny;;;Renta neta media por hogar;2015;32.645
08138 Moià;;;Renta neta media por hogar;2023;40.791
08138 Moià;;;Renta neta media por hogar;2022;38.456
08138 Moià;;;Renta neta media por hogar;2021;36.325
08138 Moià;;;Renta neta media por hogar;2020;35.749
08138 Moià;;;Renta neta media por hogar;2019;34.643
08138 Moià;;;Renta neta media por hogar;2018;33.864
08138 Moià;;;Renta neta media por hogar;2017;32.858
08138 Moià;;;Renta neta media por hogar;2016;31.702
08138 Moià;;;Renta neta media por hogar;2015;30.609
08139 Mura;;;Renta neta media por hogar;2023;39.581
08139 Mura;;;Renta neta media por hogar;2022;38.011
08139 Mura;;;Renta neta media por hogar;2021;35.671
08139 Mura;;;Renta neta media por hogar;2020;35.573
08139 Mura;;;Renta neta media por hogar;2019;33.927
08139 Mura;;;Renta neta media por hogar;2018;33.815
08139 Mura;;;Renta neta media por hogar;2017;33.829
08139 Mura;;;Renta neta media por hogar;2016;32.211
08139 Mura;;;Renta neta media por hogar;2015;31.000
08140 Navarcles;;;Renta neta media por hogar;2023;41.189
08140 Navarcles;;;Renta neta media por hogar;2022;39.361
08140 Navarcles;;;Renta neta media por hogar;2021;37.028
08140 Navarcles;;;Renta neta media por hogar;2020;36.231
08140 Navarcles;;;Renta neta media por hogar;2019;36.802
08140 Navarcles;;;Renta neta media por hogar;2018;34.587
08140 Navarcles;;;Renta neta media por hogar;2017;33.176
08140 Navarcles;;;Renta neta media por hogar;2016;32.775
08140 Navarcles;;;Renta neta media por hogar;2015;31.041
08141 Navàs;;;Renta neta media por hogar;2023;38.996
08141 Navàs;;;Renta neta media por hogar;2022;36.669
08141 Navàs;;;Renta neta media por hogar;2021;34.822
08141 Navàs;;;Renta neta media por hogar;2020;33.910
08141 Navàs;;;Renta neta media por hogar;2019;33.671
08141 Navàs;;;Renta neta media por hogar;2018;32.291
08141 Navàs;;;Renta neta media por hogar;2017;30.979
08141 Navàs;;;Renta neta media por hogar;2016;29.798
08141 Navàs;;;Renta neta media por hogar;2015;29.035
08142 Nou de Berguedà, La;;;Renta neta media por hogar;2023;44.731
08142 Nou de Berguedà, La;;;Renta neta media por hogar;2022;36.288
08142 Nou de Berguedà, La;;;Renta neta media por hogar;2021;34.551
08142 Nou de Berguedà, La;;;Renta neta media por hogar;2020;37.094
08142 Nou de Berguedà, La;;;Renta neta media por hogar;2019;36.271
08142 Nou de Berguedà, La;;;Renta neta media por hogar;2018;36.238
08142 Nou de Berguedà, La;;;Renta neta media por hogar;2017;34.203
08142 Nou de Berguedà, La;;;Renta neta media por hogar;2016;33.299
08142 Nou de Berguedà, La;;;Renta neta media por hogar;2015;33.065
08143 Òdena;;;Renta neta media por hogar;2023;40.825
08143 Òdena;;;Renta neta media por hogar;2022;38.532
08143 Òdena;;;Renta neta media por hogar;2021;36.495
08143 Òdena;;;Renta neta media por hogar;2020;35.478
08143 Òdena;;;Renta neta media por hogar;2019;35.673
08143 Òdena;;;Renta neta media por hogar;2018;34.202
08143 Òdena;;;Renta neta media por hogar;2017;33.444
08143 Òdena;;;Renta neta media por hogar;2016;32.844
08143 Òdena;;;Renta neta media por hogar;2015;31.027
08144 Olvan;;;Renta neta media por hogar;2023;36.827
08144 Olvan;;;Renta neta media por hogar;2022;35.552
08144 Olvan;;;Renta neta media por hogar;2021;34.341
08144 Olvan;;;Renta neta media por hogar;2020;32.467
08144 Olvan;;;Renta neta media por hogar;2019;31.416
08144 Olvan;;;Renta neta media por hogar;2018;29.731
08144 Olvan;;;Renta neta media por hogar;2017;29.308
08144 Olvan;;;Renta neta media por hogar;2016;28.371
08144 Olvan;;;Renta neta media por hogar;2015;27.230
08145 Olèrdola;;;Renta neta media por hogar;2023;47.132
08145 Olèrdola;;;Renta neta media por hogar;2022;43.343
08145 Olèrdola;;;Renta neta media por hogar;2021;41.462
08145 Olèrdola;;;Renta neta media por hogar;2020;38.843
08145 Olèrdola;;;Renta neta media por hogar;2019;38.754
08145 Olèrdola;;;Renta neta media por hogar;2018;37.212
08145 Olèrdola;;;Renta neta media por hogar;2017;35.964
08145 Olèrdola;;;Renta neta media por hogar;2016;34.862
08145 Olèrdola;;;Renta neta media por hogar;2015;34.045
08146 Olesa de Bonesvalls;;;Renta neta media por hogar;2023;44.244
08146 Olesa de Bonesvalls;;;Renta neta media por hogar;2022;41.430
08146 Olesa de Bonesvalls;;;Renta neta media por hogar;2021;40.160
08146 Olesa de Bonesvalls;;;Renta neta media por hogar;2020;37.044
08146 Olesa de Bonesvalls;;;Renta neta media por hogar;2019;36.429
08146 Olesa de Bonesvalls;;;Renta neta media por hogar;2018;35.390
08146 Olesa de Bonesvalls;;;Renta neta media por hogar;2017;33.280
08146 Olesa de Bonesvalls;;;Renta neta media por hogar;2016;32.163
08146 Olesa de Bonesvalls;;;Renta neta media por hogar;2015;30.368
08147 Olesa de Montserrat;;;Renta neta media por hogar;2023;42.035
08147 Olesa de Montserrat;;;Renta neta media por hogar;2022;39.688
08147 Olesa de Montserrat;;;Renta neta media por hogar;2021;37.766
08147 Olesa de Montserrat;;;Renta neta media por hogar;2020;36.656
08147 Olesa de Montserrat;;;Renta neta media por hogar;2019;36.379
08147 Olesa de Montserrat;;;Renta neta media por hogar;2018;34.999
08147 Olesa de Montserrat;;;Renta neta media por hogar;2017;33.367
08147 Olesa de Montserrat;;;Renta neta media por hogar;2016;32.424
08147 Olesa de Montserrat;;;Renta neta media por hogar;2015;31.802
08148 Olivella;;;Renta neta media por hogar;2023;45.000
08148 Olivella;;;Renta neta media por hogar;2022;40.176
08148 Olivella;;;Renta neta media por hogar;2021;38.069
08148 Olivella;;;Renta neta media por hogar;2020;36.443
08148 Olivella;;;Renta neta media por hogar;2019;35.892
08148 Olivella;;;Renta neta media por hogar;2018;34.127
08148 Olivella;;;Renta neta media por hogar;2017;32.348
08148 Olivella;;;Renta neta media por hogar;2016;32.311
08148 Olivella;;;Renta neta media por hogar;2015;31.463
08149 Olost;;;Renta neta media por hogar;2023;45.110
08149 Olost;;;Renta neta media por hogar;2022;43.255
08149 Olost;;;Renta neta media por hogar;2021;39.838
08149 Olost;;;Renta neta media por hogar;2020;38.093
08149 Olost;;;Renta neta media por hogar;2019;37.336
08149 Olost;;;Renta neta media por hogar;2018;35.488
08149 Olost;;;Renta neta media por hogar;2017;33.377
08149 Olost;;;Renta neta media por hogar;2016;33.591
08149 Olost;;;Renta neta media por hogar;2015;32.978
08150 Orís;;;Renta neta media por hogar;2023;55.365
08150 Orís;;;Renta neta media por hogar;2022;50.215
08150 Orís;;;Renta neta media por hogar;2021;46.378
08150 Orís;;;Renta neta media por hogar;2020;44.998
08150 Orís;;;Renta neta media por hogar;2019;40.767
08150 Orís;;;Renta neta media por hogar;2018;38.746
08150 Orís;;;Renta neta media por hogar;2017;36.164
08150 Orís;;;Renta neta media por hogar;2016;35.414
08150 Orís;;;Renta neta media por hogar;2015;33.042
08151 Oristà;;;Renta neta media por hogar;2023;45.523
08151 Oristà;;;Renta neta media por hogar;2022;43.733
08151 Oristà;;;Renta neta media por hogar;2021;41.236
08151 Oristà;;;Renta neta media por hogar;2020;39.852
08151 Oristà;;;Renta neta media por hogar;2019;40.665
08151 Oristà;;;Renta neta media por hogar;2018;40.500
08151 Oristà;;;Renta neta media por hogar;2017;39.089
08151 Oristà;;;Renta neta media por hogar;2016;37.876
08151 Oristà;;;Renta neta media por hogar;2015;35.528
08152 Orpí;;;Renta neta media por hogar;2023;44.450
08152 Orpí;;;Renta neta media por hogar;2022;41.855
08152 Orpí;;;Renta neta media por hogar;2021;42.661
08152 Orpí;;;Renta neta media por hogar;2020;38.958
08152 Orpí;;;Renta neta media por hogar;2019;39.730
08152 Orpí;;;Renta neta media por hogar;2018;37.226
08152 Orpí;;;Renta neta media por hogar;2017;34.142
08152 Orpí;;;Renta neta media por hogar;2016;32.618
08152 Orpí;;;Renta neta media por hogar;2015;30.704
08153 Òrrius;;;Renta neta media por hogar;2023;47.709
08153 Òrrius;;;Renta neta media por hogar;2022;45.125
08153 Òrrius;;;Renta neta media por hogar;2021;42.862
08153 Òrrius;;;Renta neta media por hogar;2020;40.607
08153 Òrrius;;;Renta neta media por hogar;2019;39.849
08153 Òrrius;;;Renta neta media por hogar;2018;37.317
08153 Òrrius;;;Renta neta media por hogar;2017;37.254
08153 Òrrius;;;Renta neta media por hogar;2016;37.464
